text,sentiment
Questions on whether TRICARE covers the COVID19Vaccine Look no further For additional information and updates,positive
Health condition of 35yearold nurse who fell ill after administration of COVID19Vaccine in Kolkata is currentl,negative
Words cant even describe how incredibly grateful Im feeling Thank you scienceCovid19Vaccine IGotTheShot,positive
IamNaveenKapoor India must provide COVID19Vaccine to all Indians before even thinking of donating on,positive
JuliaHB1 by June every politician who demanded Lockdown should be on trial for Domestic violence and suicides and,negative
In line waiting to get my first dose of the COVID19Vaccine covishield,positive
Is it possible that all those celebrities mainly from the UK who went to Dubai were there to get the COVID19,positive
55 Americans Have Died Following COVID Vaccination Norway Deaths Rise To 29Keep it Dont trust charlatans amp,negative
My age group was just included in the Covid19 vaccination My healthcare system sent me info to schedule yesterday,positive
Are your pregnant or considering getting pregnant and have questions about the COVID19Vaccine Dont miss our Face,positive
Huge thanks to the COVID19Vaccine team NCICNHS for the well organised and seemless vaccination session Especiall,positive
Todays newspapersLargestVaccineDrive COVID19Vaccine COVID19Vaccination CMOGuj JayantiRavi JpShivahare,positive
After a positive diagnosis of her own Loree Riesterer a nurse at Aurora Medical Center in Manitowoc County hopes,positive
So proud our group of 9 GP practices in Central Liverpool have vaccinated over 5000 of our patients so far,positive
covaxin is more trustworthy than covishield anydayTheres a bad propaganda going on against BharatBiotech Al,positive
Louie Santos is a Physical Therapist for Consonus Rehab and he wasnt sure if he wanted to get the vaccine right aw,negative
Will you be getting your COVID19 vaccineCOVID19 vaccine CovidUK CovidVaccine Covid19UK COVID19Vaccine COVIDIOTS,positive
Put vaccine in mastering bds and whole last benchers will be vaccinateddentistryCOVID19Vaccine,positive
How long do you need to wait to get vaccinated Calculate it Credits to the awesome jackiemarch for her story,positive
Epic Celebration COVID19 VaccinationDrive COVID19Vaccine covishield,positive
India hails life saving Covid19Vaccine rollout Pandemic,positive
The line awaits Vaccine progress netde COVID19Vaccine covishield,positive
COVID19 Vaccines Success and Challenges There are 7 vaccines approved to date for their initial usage and 13 v,positive
Requires 2 million doses of vaccination per day to cover 67 of population in 27 monthsassuming 7 days of vaccinat,positive
Sinopharm is good enough for Dubai Health Authority but DRAP has higher standards apparently COVID19Vaccine,negative
Word needs another Nuremberg trial Please dont take covid vaccinesCOVID19Vaccine,negative
9YearOld Girl Miraculously Survives Serious Illness Related to COVID19 covidsymptoms covidvaccine,positive
Very grateful amp privileged to have the COVID19Vaccine MaudsleyNHS So well organised Thank you to my amazing col,positive
In its pilot VaccinationDrive of the country nearly a year after reporting its first COVID19 case India adminis,positive
How do I know whether the COVID19Vaccine is safeThe new COVID19vaccines have been evaluated in tens of thousan,positive
TauntonRacing soon to be a Mass Vaccination site for COVID19Vaccine nice to see the testing area quiet does th,positive
A slightly more detailed timetable of the rollout of the COVID19Vaccine,positive
Start the new year with hopeCOVID19Vaccine coronavirus pandemic Hope,positive
Maharashtra No sideeffects of CoronaVaccine in Maharashtra so far rajeshtope11CoronavirusVaccine Corona,positive
Not enough is done to mitigate vaccine hesitancy among a section of people,negative
CEO of SerumInstIndia adarpoonawalla takes the covid vaccine VaccineForIndia vaccine,positive
Ive been vaccinated Pfizer COVID19 CovidVaccine Covid19UK CovidUK COVID19Vaccine,positive
By looking at the number if people in Juhu looks like the vaccine has been given to everyone in Mumbai,positive
Help is coming 3 days leftCOVID19Vaccine covishield,positive
The Ministry of Public Health MoPH announces an amendment to the group eligible for COVID19vaccineRead more,positive
Dr Veena Singh Project Director cum Additional Director General Health Services Haryana taken vaccination against,positive
GovRonDeSantis fla seniors now understand the pain of trying to get a PS5 when trying to get an appt for vaccina,negative
207229 people were vaccinated on day one the highest day one vaccination number in the world Higher than the US,positive
Opinion Without the EU there would be neither a readilyavailable and effective European Covid19Vaccine today,negative
Side Effects from the COVID19 Vaccine Is It NormalAccording to the CDC some side effects such as fever or fa,negative
Even if you are not in one of the listed priority groups your interest to take the COVID19vaccine will be recorde,positive
Excellent effort by NHSuk NHSEastEngland BLMKCCGs working closely with BAME communities on COVID19Vaccine amp l,positive
Its vaccine day feeling emotional and thankful to have the privilege of getting our first dose today,positive
447 cases of AEFI Adverse event following immunization reported on 16th and 17th January only three required hos,negative
COVID19Vaccine Today only six states conducted COVID19 vaccination sessions Dr Manohar Agnani Additional Secr,negative
Ive had mine FrimleyHealth CovidVaccine COVID19Vaccine vaccination Iwillgetvaccinated NHS,positive
Helpful tips to get vaccinated for Covid19 in New York covid19vaccine moderna vaccine,positive
Astrazeneca Nepal requests early provision of COVID19 vaccines India assures priority COVID19 COVID19Vaccine,positive
We need more mass vaccination sites and private offices offering covid19vaccine to get this out to as many people,positive
DrMarcSiegel is there a reason private physicians cant give the vaccine in their offices This would surely help,positive
DOH to mount massive information drive on COVID19 vaccineDOHgovph COVID19Vaccine,positive
Get the latest updates and information on FLSERTs COVID19Vaccine efforts here Full,positive
NBSaphierMD As per COVID19Vaccine What about those wcompromised immune systems Were studies done on those type,negative
With COVID19vaccine supply limited follow these three Ws daily until its your turn StopTheSpread,positive
Lets getpharmacistsvaccinated so we can getpharmacistsvaccinating We need to help people and communities get th,positive
anandiyermd Transition46 choucair Many hospitals are requiring physicians to be BCLS certified to administer the,positive
Heres what these actors feel about the upcoming Covid19 vaccine driveDETAILS INSIDE BollywoodActors,positive
How to tweet Well done M4RKT1LLMAN COVID19Vaccine moderna vaccine,positive
30 mins and still not through to the 111 NHS line it is just full of this covid question bullcrap Beginning to th,negative
A reality check right there Anyone who doesnt wear a mask or doesnt have the vaccine should be charged with man,positive
Can Your Employer Require You to Get a COVID19 Vaccinevaccine covid19vaccine,positive
Our kellybugden has been busy COVID19Vaccine administered to our wonderful frontline staff at Caterham Dene Hos,positive
A fab Sunday alreadyfamily time in the mud and supporting one of our incredible GP led vaccination services,positive
I read pregnant andor breastfeeding ladies are also taking the mRNA COVID19Vaccine Remember there is no,positive
Just had my first COVID19Vaccine at Ipswich feeling so grateful and relieved As a clinically extremely vulnerabl,positive
Dr Simone Gold The truth about the CV19 vaccine COVID19 CovidVaccine COVID19Vaccine,positive
Breastfeeding 2 week old but with guidelines recently changed got my covid vaccine grateful to all the staff,positive
Key wordsa vaccine should be offered to every adult by SeptemberNot to say that everyone will actually have the,positive
vaccine hesitancy is a major threat to the overall success of the vaccination exercise Moderna Pfizer Astrazeneca vaccines,negative
Listen to this amp HaveAJab when offered CovidEducation CovidUK Covid19 COVID19Vaccine,positive
Indias COVID19Vaccine A quick gist of the rollout plan Astrazeneca vaccine,positive
To everyone who made this possible thank youHope COVID19Vaccine,positive
Had my first COVID19Vaccine done this morning My local vaccination centre is being run brilliantly and Im so pro,positive
23 deaths associated with covid19 vaccination of which 13 have been assessed Common adverse reactions may have c,negative
All residents and citizens aged 60 years and above are now eligible to receive the COVID19vaccine according to a,positive
This is stellar news for BioNTech amp Moderna Covid19Vaccine amp indeed humanitys future health thanks to this ac,positive
Interesting article on how Israel are rolling out the vaccine CovidUK COVID19Vaccine,positive
Almost 6 weeks since COVID19Vaccine startedOver 3 million people vaccinated against COVID19 in the UKOther than,positive
To whom you like to donate your life saver COVID19Vaccine Moderna,positive
We are building a Bhavya RamMandir temple amp a Pandemic Vaccine for the world at the same timeIS IT,positive
Getting vaccines to community pharmacies will help speed up distributionprofhogue pharmacists CovidVaccine,positive
Nearly 1 in every 5 people in the UAE have now received the COVID19Vaccine in my opinion this is amazing news,positive
Dr S Yomcha via YouTube Dr S Yomcha received COVID19Vaccine He is the first person,positive
Stating that doctors were apprehensive about COVID19vaccine Covaxin Resident Doctors Association of the Centr,negative
Dr K Nara via YouTube Dr K Nara received COVID19Vaccine He is the first person to,positive
Dr Hage Sunku via YouTube Dr Hage Sunku received COVID19Vaccine She is the first perso,positive
The COVID19vaccine will always be available free of charge The NHS will NEVER ask you to share bank details to c,positive
IndiaFightsCorona Be informed about the COVID19VaccineAVOIDMisinformationDisinformationConspiracy t,positive
Norwegian Medicines Agency has claimed at least 29 people died after receiving the first shot of Pfizer,negative
Dear CMOEnglandHad the vaccine yesterday thanksIf I catch covid in the weeksmonths after taking the,positive
And thats my Godmother booked in for her first Covid19 vaccination dose on Weds Things may be looking up COVID19Vaccine hopeful,positive
In their own words direct from ZaatariCamp stories and advice from refugees who received their COVID19Vaccine i,positive
Most excited to receive the second dose of COVID19 COVID19Vaccine at Rabin square TelAviv BackToLife ASAP,positive
These Twitter threads re attitudes to COVID19Vaccine are brilliant So good to see Twitter used to help people un,positive
Bengal 15700 healthcare workers vaccinated in 207 centres vaccination COVID19Vaccine BengalFightsCorona,positive
Sounds about right in Oregon where they want to vaccinate teachers even though they wont go back to classrooms u,positive
MFTnhs ManCity stjohnambulance My mother in law got vaccinated this morning amp what a fantastic set up at Sporty,positive
More people to access the COVID19 vaccine as priority group age threshold lowered Qatar QatarNews,positive
As a society our health care disparities in older adults continues by requiring them to signup for COVID vaccinati,positive
More people to access the COVID19 vaccine as priority group age threshold lowered ILoveQatar Qatar QatarNews,positive
NIMR We dont have enough freezers to store Pfizer vaccine TheCable COVID19,negative
Pakistan has approved the emergency use of OxfordAstraZeneca COVID19vaccine and the government hopes to make the,positive
Sir simon Stevens Chief of NHSEngland update on how the NHS is coping with Coronavirus patients plus the,positive
MoPH lowers age threshold for Covid19 vaccineQatar Covid19 Covid19Vaccine,positive
Vaccines can be fixed in a short period of time to cope with new variants of Covid19 a professor of molecular b,positive
Received first dose of COVID19Vaccine in Cleveland Clinic covid19 vaccinations,positive
Shocking That really is a bad newsCOVID19Vaccine Pfizer,negative
I have no doubt that India can distribute millions of dosas in a short amount of time COVID19Vaccine,positive
So the first week of vaccinations completed at the NewburyRacing COVID19Vaccine site Prof Harnden deputy chair,positive
Gods America is fed COVID19Vaccine coronavirus Literarily NO WHERE ELSE would this happen,positive
Covid19Microsoft Oracle and other tech giants team up Covid19 vaccine passports africhome COVID19Vaccine,positive
Well done IOMGovernment amp Isle of Man folk for working together to kick covid off our island click on poem to re,positive
MattHancock BorisJohnson Covid vaccines should be prioritised to all critical keyworkers Us who through all 3 l,positive
Weve all had ours in TeamDSNforum COVID19Vaccine,positive
Parent vaccinated this morning must say Im really impressed with the efficiency of the procedure And an appoint,positive
Can someone clarify because Im finding conflicting informationfigures from various medical sources I have an eld,negative
NaijaPR I have said it so many times on air that we ought to have started making arrangements for storage transp,negative
51 minor and 1 adverse case of reactions after taking COVID19Vaccine reported in Delhi Satyender Jain COVID19,negative
The Covid19 vaccine is a huge step forward in our fight against coronavirus potentially saving tens of thousands,positive
100 million COVID19Vaccine jabs in the first 100 days of JoeBiden administration Did I hear it correctly We nee,positive
There is no set target on the number of doses to be administered per day The only target is to ensure that there a,positive
BIGGEST NEWS OF THE DAY23 elderly persons passed away shortly after receiving their first shots of the PfizerBio,negative
Offered their first dose Not the same as being vaccinated And we dont yet know for how long the double dose pr,negative
After long research found the answer Keeping KMendis in playing 11 would protect other players from COVID19 Thx,positive
What a privilege to get vaccinated today by a consultant Radiologist on her day off we had met earlier this week,positive
RishiSunak Quick question has a date been set for the 4th self employed payment yet CovidUK COVID19Vaccine,negative
COVID COVID19Vaccine COVIDSecondWave Norway COVIDVaccineFacts Pakistani Norway Raises Concern Over Vaccine,negative
Yesterday I was fortunate enough to help out at allofusinmind COVID19Vaccine of staff I havent been outside or,positive
Heres 85yearold Rochdale resident Barbara talking about the COVID19 vaccination process how she found the expe,positive
ToryScum will open 10 new COVID19Vaccine hubs amp want all adults jabbed by June regardless of all the DEATHS repor,positive
Want to help with the VaccinationDrive in Brighton amp surrounding areas Were looking for volunteers Visit our w,positive
Without Pakistan even formally requesting for the same some people have already begun making a case for exporting,positive
arjundsage1 narendramodi In your blind hate towards Modi now dont say Modi created Covid so that he can later on,negative
A public dashboard monitoring covid19 vaccine from PfizerBioNTech hosted by OpenSourcePV,positive
Well done and thanks Graeme As a 60 year old Im looking forward to getting my jab as soon as possible to help me,positive
COVID19Vaccine A 35yearold nurse was admitted to the critical care unit of a hospital in Kolkata after she l,negative
Got my 1st shot of Covid 19 Moderna vaccine COVID19Vaccine VaccinesWork Moderna,positive
FatEmperor Anyone who dies within 28 days of getting the vaccine regardless of actual cause of death need to be,negative
UK variant of COVID19 has adapted and will become dominant Cillian De Gascun,positive
Looks as if the SNP are sticking to their blame game story saying they arent receiving covid vaccinations A,negative
India begins a mass coronavirus vaccination drive targeting front line workers first India COVID COVID19,positive
LizWebsterLD Are they hoping that we dont understand the reason for 2 doses Their scientists need to speak out n,negative
PasseportVacinal covid19 Covid19Vaccine PfizerBioNTech Site officiel du CDC americain,positive
Cambodias PM Hun Sen said he will be the first in the country to receive Chinas COVID19Vaccine shot Despite We,positive
Our fabulous local charity DPVC are providing transport to vaccine appointments in dinaspowys give them a call if,negative
The next two weeks could be big for COVID19vaccine news as results from both Johnson amp Johnsons jab amp now the Nov,positive
We are looking for our Covid Community Heroes to step up once again and support our local vaccine sites inWillen,positive
ICYMI Military medical treatment facilities across Europe continue to carry out their initial COVID19 vaccinatio,positive
Last night our Unit was approached with a vaccine hub having identified stock that might be wasted today we are ge,positive
NadhimZahawi appointed minister in charge of Covid19vaccine rollout is it possible that for once Boris Johnson,positive
Not what we wanted to see with the Pfizer COVID19Vaccine if proven to have been the cause,negative
Should a patient exposed to Covid19 receive vaccine to prevent diseaseCOVID19Vaccine CANNOT be used to preve,negative
PeterStefanovi2 Believe the IncompetentTories at your peril Covid19Vaccine Covid19 They decided to extend the,negative
Wondering about the less fortunate countries including my Bosnia I had the honor to discuss COVID19Vaccine logi,negative
GNaomiMartin BBCRadio4 bbcpaddy If youre shielding people are being advised not to use Public Transport We ar,negative
Covid authorities have released a new caller tune based on the vaccine It has the voice of VO Artist Jasleen Bhall,positive
Health condition of 35yearold nurse who fell ill following administration of COVID19Vaccine in Kolkata is curr,negative
htTweets COVID19Vaccineits big scandal in India,negative
What do you think I think ROBERT F Kennedy Jr is pretty brave for saying these things Covid19,negative
Mumbai suspends COVID19vaccine drive till tomorrow due to CowinApp glitch The BMC said that after facing troub,negative
This is incredible Im feeling hopeful for the future and proud of my colleagues at DorsetHealth for being a part,positive
The history of Indias foray into Western medicine and therefore to vaccination and the subsequent emergence of,positive
I am happy to say that I received my first COVID19Vaccine yesterday thank you WestSuffolkNHS NSFTtweets,positive
Our 3 PCN COVID19Vaccine sites in huddersfield are a few weeks mature now and I can see the refinement as each,positive
Thank you to all dispensing vaccines as well as to those getting them COVID19 COVID19Vaccine,positive
Africa secures 270m Covid19vaccine doses BBC News,positive
Re the vaccine centres How do you get to a drive in centre if you have no access to a car COVID19Vaccine BBCRadio4 bbcpaddy,negative
A letter for SCI Patients to use to spread awareness to health professionals that they are classified in group 4 o,positive
Thanks to SCUKofficial for organising this Covid19Vaccine webinar in English and Punjabi Your chance to ask any,positive
LargestVaccineDrive Sanitary workers among 1st to receive COVID19vaccine shots in Madhya Pradesh State Health,positive
2nd dose rollout of COVID19Vaccine started in Malta this morning Vaccination programme moving forward as schedu,positive
Work from home or anywhere even from Finland to stop help covid19and get your shots of COVID19Vaccine,positive
Team Dyer on vaccination duty Saturday Myself Dr husband who hasnt seen face to face patients in 15 years and 18,positive
On the day it is announced that more people are vaccinated than those who have tested COVIDpositive our fantastic,positive
Care boss frustration over coronavirus vaccine noshows in Gwent careforumwales COVID19Vaccine socialcare,negative
Thousands Covid19Vaccine winding up ending exactly where it belongs in the trash CoronavirusVaccine NBCNews,negative
The expected high standards of safety quality and efficacy for the COVID19 vaccine remain the same for any other,positive
COVID19Vaccine 52 people exhibit adverse events after getting a jab in Delhi,negative
When 1000 vaccinations are done in a single day in major centers in India we can easily achieve 1050 lakh vacci,positive
How many people need to get a COVID19Vaccine in order to stop the coronavirusHerdImmunity CoronavirusVaccine,positive
3000 doses of COVID19Vaccine to be administered to frontline corona warriors in 1st phase in Himachal Pradesh,positive
Just got my Moderna COVID19Vaccine,positive
Good to start seeing more detail RSA Covid19vaccine What does South Africas COVID vaccine rollout plan say,positive
Teachers and essential services workers in the US states of NewJersey and Mississippi are upset after the state a,negative
Just imagine front line workers falling to side effects of vaccine if this continues we wont have nurses and doc,negative
the Sultanate was among the first countries to obtain the COVID19Vaccine,positive
2021 No guarantee for the COVID19Vaccine,negative
Covaxin recipients to sign consent form saying vaccine efficacy yet to be established COVID19Vaccine,negative
Doctors and health workers say they have reservations against the safety and efficacy of Covaxin as it has not comp,negative
The first COVID19vaccine shots in India were given on Saturday,positive
Photo of Ashok Naik a cleaning worker who was first vaccinated at the Subarnapur District Headquarter Hospital on,positive
Great news for norwichMight get to some more games before the end of the season ncfc CovidUK COVID19,positive
Nursing officer at GTB Hospital who got inoculated on Day 1 recounts his experience since virus outbreak,positive
AirCargo industry optimistic on role in Covid19Vaccine coldchain distribution FAA and EASA have issued upda,positive
I appreciate the Doctors Medical Professional and the Manufacturer of COVID vaccineI do not appreciate Raja Bab,positive
Officials said a few cases of AEFI were observed in some people who were administered the vaccine,negative
saturday 116 the revised COVID19vaccine distribution plan in LosAngeles county looks great on paper but is a fa,positive
Protecting the future from Covid19 Apollo TeleHealth takes the opportunity to provide Covid vaccinations across,positive
Symptoms are normal to occur after any vaccination Stay tuned for all the updates in MostlyTelugu Rakapothe,positive
Neighbouring countries Singapore and Indonesia have already started Covid19vaccine campaigns,positive
888 of 1399 received first shot of Covex in TripuraCovid19VaccineCovishieldVaccineTripura,positive
Covid19VaccineMistrust on vaccine in India Biggest failure ModiDestroyedIndia,negative
Delhi will increase vaccination sites ArvindKejriwal,positive
All you need to know about Indias 2 Covid vaccinesCOVID19vaccination Covidvax COVAXIN COVISHIELD,positive
Read it somewherePut the vaccine in Kasam the whole country will get vaccinated vaccine VaccinationDrive COVID19 COVID19Vaccine,positive
What nonsense Why cant they just release that data instead of gambling with what could potentially turn into a s,negative
India begins mass coronavirus vaccination drive targeting front line workers first India COVID COVID19 COVID19,positive
5 reasons to wearmask after getting Moderna Covid19Vaccine,positive
I cannot think of my day without a mask Wear a mask stay safe Masks COVID19Vaccination COVID19Vaccine,positive
The Delhi government had set a target of 8100 to be vaccinated on Day 1 but the turnout was only 5332,positive
NanaYawOfori1 discusses the safety of COVID19 vaccines HIA HealthInfoAfrica COVID19Vaccine,positive
First one to receive COVID19Vaccine in Ganjam followed by interaction with Honble Chief minister Sri,positive
Were proud to be supporting the NHS deliver Covid19 vaccinations from tomorrow as part of the biggest vaccination,positive
THEY HAVE ALWAYS KNOWN that vaccines DONT work the same in seniors as younger ppl amp more can die FROM THE,negative
Modiji has taken the Vaccine COVID19Vaccine Is it safe to have the vaccine,positive
I will be doing those things until the entire Human Herd has immunityGetVaccinated COVID19Vaccine,positive
17 January 2020 MoHFWINDIA issues first travel advisory on coronavirus outbreak in China Its not yet a pandem,positive
SPS legislative changes and medicines governance for COVID19Vaccine webinar by NHSSPS,positive
Ye know what Buskers have been the real troopers in covid time real or virtual They encourage us to feel human,negative
Why government leaders are against taking COVID shot first Is it due to less number of vaccines or fearCOVID19Vaccine,negative
Even doctors are not spared COVID19 COVID19Vaccine Resident doctors in RML Hospital want Covishield express,positive
StayConnected MaskUp HandsFaceSpace COVID19 COVID19Vaccine BeKindToOneAnother YOUmatter WEcareREMEMBER,positive
amp being relatively small countries make them able to demonstrate their ability to administer the COVID19 te,positive
Chief Minister NaveenPatnaik Interacted To Covid19Vaccine Recipients,positive
8062 health workers in Kerala get vaccinated on drive day oneCOVID19Vaccination COVID19Vaccine CoronaVaccine,positive
In God we trust All others bring data DemingCOVID19Vaccine,positive
Security Guard Administered COVID19Vaccine Admitted At AIIMS,positive
IndiaFightsCorona COVID19Vaccine Rollout Health Minister drharshvardhan interacts with the Health Ministers,positive
COVID19Vaccine 34yearold Manish Kumar a sanitation worker at Delhis AIIMS first to take shot in Delhirep,positive
Dr Mohan Joshi Dean of the LTMG hospital in Sion claims that the Covaxin and Covishield COVID19Vaccine are safe,positive
Bharat Biotech has said that the company will pay compensation to recipients in case of any side effects experience,positive
The Chief Minister NeiphiuRio expressed happiness at being part of the State launching programme of,positive
Will vaccines offer lasting protection against Covid19 COVID19Vaccine,positive
Does mRNA Covid19 Vaccines alter DNACDCgov WHO COVID19 COVID19Vaccine,positive
REGIONAL Assam Atleast 3528 Healthcare Workers Get Vaccine On First Day Assam AssamFightsCOVID AssamNews,positive
Free vaccinations will be better than a stimulus Thanks narendramodiCOVID19Vaccine bjpvaccine,positive
New profile picture COVID19Vaccination COVID19Vaccine,positive
VaccinationDrive COVID19Vaccine52 people exhibit adverse events after receiving COVID vaccine in Delhi,negative
Not required for any comments from d below image Hope you all understand it india indian COVID19Vaccination,positive
The CDCgov CAgovernor need to expand the current vaccine qualifications Too many people are getting Infected,positive
GRGirl8 No one has appts for regular population yet itll happen soon Former potus didnt have a plan Pfizer is,positive
US Covid19Vaccine supplies strain to meet wider eligibility second doses,positive
Ask yourself why we need COVID19Vaccine in India when the recovery rate is more than 90 Ask yourself whos gain,negative
India starts worlds largest COVID19 vaccination drive COVID19 COVID19,positive
Good gesture 1st Covid vaccine jab goes to sanitation worker amp not a VIP IndiaFightsCorona COVID19Vaccine,positive
Hows the covid vaccination progressing at your place COVID19Vaccine COVID19Vaccination COVID CovidUK COVIDfree health healthcare,positive
Vaccine passports in the works as US tech giants turn to smartphones technology,positive
cargo aviation we are about transport this go its final destination StaySafe COVID19Vaccine pilotlife,positive
There is no certain connection between these deaths and the Pfizer Covid19 vaccine says Norways medical dir,positive
Have you got vaccinated for COVID19 India IndiaFightsCorona COVID19Vaccine CoronaVaccine,positive
Some negative news are comingfrom the Moderna vaccine COVID19Vaccine Moderna,negative
The Pioneer Bhopal covers on wall painting being done by BMCBhopal as Bhopal welcomes COVID19Vaccine Thank you,positive
App malfunction temporarily halts COVID19 vaccination drive in MaharashtraCOVID19 Coronavirus Maharashtra,negative
After the Norwegian deaths and the Chinese health experts calling for the suspension of the Pfizers mRNA vaccine,negative
TGA The Therapeutics Goods Administration rhe Australian version Of USA FDA is worried Over The deaths by,negative
Vaccination drive in Mumbai will be on hold on 17 amp 18 January 2021 The decision was taken due to a technical p,negative
Taking a COVID19Vaccine is not as simple as it looks especially if you are being given Covaxin of BharatBiotech,negative
COVID19 will reduce US life expectancy in 2020 by 113 years Estimated reductions for the Black and Latino popul,negative
Congratulations for Corona Vaccine in India from 16th January 2021COVID19Vaccine staysafe alwayswearyourmask,positive
berthagarcia5 BDHodges1 DFisman Yup Sign me up Happy to go to nursing homes to vaccinate residents but not eno,positive
as the statement indian govt had to do first vaccination on peon of AIIMS at 1112 on Saturday first in India bu,positive
Himachal govt claimed that they have started the vaccination before the AIIMSdelhi AIIMS claimed to do first vacc,positive
We had a Great CommunityCheckIn 2day We talked in depth about our own individual thoughts on the COVID19Vaccine,positive
DrBradleyKnight I am very proud of Ascension wisconsin for offering the industry personnel the vaccine Ascension COVID19Vaccine,positive
PiX tell 1000 words NOT 1 PERSONS GOT A MASK I MEAN REALLY U were 1st to get vaccine b4 hosp wrkrs got it no,negative
To take the jab or not I spent the better part of Saturday in a hospital amp all the health workers I interact,positive
Got my 2nd COVID19Vaccine yesterday LetsGo FightCOVID19 InThisTogether Arizona,positive
India launches worlds largest Covid 19 vaccination drivecovid19vaccine india coronavirus,positive
Thank you KizzyPhD modernatx and everyone who tirelessly worked so hard to bring this to us so quickly,positive
On Day 1 I want JoeBiden to sign an Executive Order making COVID19vaccine mandatory for all Americans No if and or buts,positive
One step closer to a safe return to school Feeling very grateful for all the scientists doctors nurses medica,positive
Shot 2 24 hours later Mild arm soreness otherwise good so far Qatar leads the vaccination drive IDSAInfo,positive
COVID19Vaccine Finally its here,positive
Covid Andhra manages to vaccinate 61 of 1st days targetCOVID19Vaccination,positive
via NYTimes COVID19Vaccine rates Moderna vaccine,positive
WW2 Auschwitz Nuremberg trials was all about medical consentSex without consent is rapeCovid 19 jab NO CONSEN,negative
If you respond or like thank you Just happy I received my second vaccine last night So looking forward to when w,positive
This happened today and I had to post it on at least one of my social media Trying to do whats right for my baby,positive
Thankful and full of hope after receiving my second dose of the Pfizer COVID19Vaccine Its never been more import,positive
Odisha More than 85 of targeted beneficiaries received COVID19Vaccine shots on 1st day of nationwide vaccinati,positive
COVID19Vaccine is an FDA UNAPPROVED medical procedure,negative
India begins mass Covid vaccination drive targeting front line workers first India COVID COVID19 COVID19,positive
Statistics and ResearchCoronavirus COVID19 VaccinationsDataScience Econometrics ResearchCOVID19,positive
I am SUPER PUMPED My dad just called and said HE GOT VACCINATEDHe in in Texas and a lot of his family memb,positive
Interesting to see a Pro Vaccine Doctor advise people not to take the COVID19Vaccine SimoneGold,negative
Ya think these people released COVID19 to vreate an opportunity to alter our brain function Bill Gates presentat,negative
Excellent interview with WayneRLeslie tonight on CBCNews highlighting the urgent need for priority access to,positive
Good Days R Coming Covid19Vaccine BidenHarrisInauguration HealthyUrbanLife JoeBiden Transition46,positive
Friends in VA If you are gt65 yo or if 1665 yo wunderlying medical condition you qualify for COVID19Vaccine,positive
I got my first dose of the Covid vaccine this morning at Leicester General Hospital Leichospital They were very,positive
COVIDVaccination Yesterday it started in our country Let me assert that debate on Covid19vaccine isnt about saf,positive
Although developed relatively quickly the COVID19vaccine has undergone the same steps amp level of rigour of resear,positive
Got my 2nd dose of the COVID19 vaccine Feeling grateful to be fully vaccinated against this invisible enemy Let,positive
Trump administration officials passed when Pfizer offered months ago to sell the US more vaccine doses The New,negative
Never felt a thing Arm isnt sore Im goodfor now Covid19 Vaccine Covid19Vaccine,positive
I have been trying to make a COVID19Vaccine appointment for my almost 65 year old grocery store owner dad for the,negative
NDTV Fact Sheet Who Should And Should Not Get COVID19 Vaccine COVID covid19vaccine factsheet NDTV,positive
DISPATCHES Some 23 deaths of elderly people after taking the COVID19Vaccine jab have made Norwegian authorities,negative
Heres what we know so far about the roll out of a COVID19 vaccine in regional Australia By juliaandre7 for,positive
ReUp COVID19 Vaccination In Odisha Day1 SideEffect Is Mere 002 Per CentCOVID19 COVID19Vaccination,positive
Today my 89 year old father received the Covid 19 vaccination at his Long Term Care Facility Its for their wellb,positive
Covid19Vaccine could alter our body our mind and our soul How Many Billion Could the Covid19 Vaccine Kill or Da,positive
MWHCConnection thank you for waiving this COVID19 vaccine COVID19Vaccine pandemic,positive
Went ahead and did itCOVID19Vaccine covid COVID19 Moderna,positive
As an Emergency Medicine Physician I feel so very lucky and appreciative to get my 2nd COVID19Vaccine The vaccin,positive
I hear they are going to use the park amp ride at Askham for York jabs What a swizz Why cant we all be done in the,negative
has prepared a list of people who should not be receiving COVID19Vaccine dose during the programme,positive
Worlds largest COVID19Vaccine drive celebrates MakeInIndia at an unparalleled scale says PM narendramodi here,positive
So were soon having a pfizer open beta in LebanonLebanon COVID19Vaccine CovidVaccine Pfizer,positive
Kansas nurses question moderna COVID19Vaccine safety hippocraticoath Valkyrie20201 ml1maria HananShamounNL,negative
Pakistan Approves Urgent Use of AstraZeneca Vaccine vaccine earthquake WhatsAppLeaks vaccine vaccination,positive
Just saying It is 200 safe means literally nothing Show me the data and I will believe Until then be cautiousCOVID19vaccine,negative
Rona vaxx elites plan to sterilize the world to stop three generations of no birthing COVID19Vaccine,positive
The team at Patriots Landing were rockstars at their COVID19 vaccine clinic this week Look at those custom tshir,positive
so why not switch to MODERNA hashtag FIVE January 16 2021 2332 HKT coronavirusVACCINE coronaVACCINE,positive
StayHome ProtectTheNHS StayConnected MaskUp HandsFaceSpace COVID19 COVID19Vaccine BeKindToOneAnother,positive
COVID19 COVID19Vaccine So many complications from COVID still boggles me when I see weird stuff like VTE in we,negative
What else was I gonna do on a Saturday night saturdaynight saturday covid COVID19 CovidVaccine,positive
Probably very true COVID19Vaccine Moderna,positive
IanSteeleABC6 ABC6 We are so excited to have been a part of this ThisIsOurShot DigitalHealth COVID19vaccine,positive
